n,scenario,run_id,method,pearson_r,fdr,sca
4,Two Free-riders,54,Equal,0.000000,0.000000,0.627992
4,Two Free-riders,54,Peer,0.966126,1.000000,0.937112
4,Two Free-riders,54,Instructor,0.953824,1.000000,0.961572
4,Two Free-riders,54,CATME,0.974669,1.000000,0.892083
4,Two Free-riders,54,Shapley,0.994181,1.000000,0.965941
4,Two Free-riders,55,Equal,0.000000,0.000000,0.693858
4,Two Free-riders,55,Peer,0.874988,1.000000,0.965311
4,Two Free-riders,55,Instructor,0.897780,1.000000,0.964064
4,Two Free-riders,55,CATME,0.969575,1.000000,0.969207
4,Two Free-riders,55,Shapley,0.983020,1.000000,0.840628
4,Two Free-riders,56,Equal,0.000000,0.000000,0.523831
4,Two Free-riders,56,Peer,0.842875,1.000000,0.835691
4,Two Free-riders,56,Instructor,0.863381,1.000000,0.781064
4,Two Free-riders,56,CATME,0.993943,1.000000,0.723512
4,Two Free-riders,56,Shapley,0.891630,1.000000,0.969647
4,Two Free-riders,57,Equal,0.000000,0.000000,0.581146
4,Two Free-riders,57,Peer,0.946874,1.000000,0.971894
4,Two Free-riders,57,Instructor,0.952828,1.000000,0.986179
4,Two Free-riders,57,CATME,0.954326,1.000000,0.855686
4,Two Free-riders,57,Shapley,0.955986,1.000000,0.947317
4,Two Free-riders,58,Equal,0.000000,0.000000,0.764931
4,Two Free-riders,58,Peer,0.967298,1.000000,0.970957
4,Two Free-riders,58,Instructor,0.969797,1.000000,0.957836
4,Two Free-riders,58,CATME,0.987854,1.000000,0.987363
4,Two Free-riders,58,Shapley,0.985614,1.000000,0.942096
4,Two Free-riders,59,Equal,0.000000,0.000000,0.708925
4,Two Free-riders,59,Peer,0.792995,1.000000,0.971839
4,Two Free-riders,59,Instructor,0.596769,1.000000,0.944282
4,Two Free-riders,59,CATME,0.827255,1.000000,0.824399
4,Two Free-riders,59,Shapley,0.954977,1.000000,0.922448
4,Two Free-riders,60,Equal,0.000000,0.000000,0.620413
4,Two Free-riders,60,Peer,0.994060,1.000000,0.906360
4,Two Free-riders,60,Instructor,0.961935,1.000000,0.930583
4,Two Free-riders,60,CATME,0.964925,1.000000,0.933002
4,Two Free-riders,60,Shapley,0.978436,1.000000,0.946283
4,Two Free-riders,61,Equal,0.000000,0.000000,0.513707
4,Two Free-riders,61,Peer,0.998135,1.000000,0.721251
4,Two Free-riders,61,Instructor,0.684074,1.000000,0.839066
4,Two Free-riders,61,CATME,0.910022,1.000000,0.917657
4,Two Free-riders,61,Shapley,0.889132,1.000000,0.986195
4,Two Free-riders,62,Equal,0.000000,0.000000,0.682196
4,Two Free-riders,62,Peer,0.877140,1.000000,0.897497
4,Two Free-riders,62,Instructor,0.992621,0.500000,0.946610
4,Two Free-riders,62,CATME,0.874551,0.500000,0.913692
4,Two Free-riders,62,Shapley,0.940703,1.000000,0.992870
4,Two Free-riders,63,Equal,0.000000,0.000000,0.732414
4,Two Free-riders,63,Peer,0.944564,1.000000,0.975001
4,Two Free-riders,63,Instructor,0.940949,1.000000,0.903655
4,Two Free-riders,63,CATME,0.975757,1.000000,0.992161
4,Two Free-riders,63,Shapley,0.968030,1.000000,0.977495
4,Two Free-riders,64,Equal,0.000000,0.000000,0.597245
4,Two Free-riders,64,Peer,0.924913,1.000000,0.861568
4,Two Free-riders,64,Instructor,0.847509,1.000000,0.774090
4,Two Free-riders,64,CATME,0.894245,1.000000,0.838169
4,Two Free-riders,64,Shapley,0.952508,1.000000,0.979409
4,Two Free-riders,65,Equal,0.000000,0.000000,0.720854
4,Two Free-riders,65,Peer,0.968723,1.000000,0.865918
4,Two Free-riders,65,Instructor,0.960502,1.000000,0.985017
4,Two Free-riders,65,CATME,0.933283,1.000000,0.990253
4,Two Free-riders,65,Shapley,0.941892,1.000000,0.962405
4,Two Free-riders,66,Equal,0.000000,0.000000,0.645217
4,Two Free-riders,66,Peer,0.951477,1.000000,0.947852
4,Two Free-riders,66,Instructor,0.949262,1.000000,0.837478
4,Two Free-riders,66,CATME,0.997750,1.000000,0.983619
4,Two Free-riders,66,Shapley,0.993349,1.000000,0.989561
4,Two Free-riders,67,Equal,0.000000,0.000000,0.715468
4,Two Free-riders,67,Peer,0.893900,1.000000,0.969928
4,Two Free-riders,67,Instructor,0.932843,1.000000,0.972978
4,Two Free-riders,67,CATME,0.939171,1.000000,0.940842
4,Two Free-riders,67,Shapley,0.977517,1.000000,0.994070
4,Two Free-riders,68,Equal,0.000000,0.000000,0.526986
4,Two Free-riders,68,Peer,0.868209,0.500000,0.862220
4,Two Free-riders,68,Instructor,0.852677,1.000000,0.973014
4,Two Free-riders,68,CATME,0.924060,1.000000,0.905331
4,Two Free-riders,68,Shapley,0.892123,1.000000,0.959371
4,Two Free-riders,69,Equal,0.000000,0.000000,0.635028
4,Two Free-riders,69,Peer,0.830127,1.000000,0.984410
4,Two Free-riders,69,Instructor,0.905840,1.000000,0.812009
4,Two Free-riders,69,CATME,0.859241,1.000000,0.950749
4,Two Free-riders,69,Shapley,0.940896,1.000000,0.968791
4,Two Free-riders,70,Equal,0.000000,0.000000,0.482172
4,Two Free-riders,70,Peer,0.896591,1.000000,0.836654
4,Two Free-riders,70,Instructor,0.862635,1.000000,0.823116
4,Two Free-riders,70,CATME,0.928334,1.000000,0.827459
4,Two Free-riders,70,Shapley,0.878213,1.000000,0.976605
4,Two Free-riders,71,Equal,0.000000,0.000000,0.782166
4,Two Free-riders,71,Peer,0.817469,1.000000,0.923452
4,Two Free-riders,71,Instructor,0.672254,0.500000,0.976955
4,Two Free-riders,71,CATME,0.844198,0.500000,0.973450
4,Two Free-riders,71,Shapley,0.957709,1.000000,0.911597
4,Two Free-riders,72,Equal,0.000000,0.000000,0.707888
4,Two Free-riders,72,Peer,0.985982,1.000000,0.949467
4,Two Free-riders,72,Instructor,0.988521,1.000000,0.965574
4,Two Free-riders,72,CATME,0.971948,1.000000,0.991849
4,Two Free-riders,72,Shapley,0.980438,1.000000,0.981404
4,Two Free-riders,73,Equal,0.000000,0.000000,0.460453
4,Two Free-riders,73,Peer,0.965062,0.666667,0.723341
4,Two Free-riders,73,Instructor,0.977795,0.666667,0.908767
4,Two Free-riders,73,CATME,0.936118,0.666667,0.828057
4,Two Free-riders,73,Shapley,0.909325,0.666667,0.960453
4,Two Free-riders,74,Equal,0.000000,0.000000,0.510314
4,Two Free-riders,74,Peer,0.949743,1.000000,0.934677
4,Two Free-riders,74,Instructor,0.992392,1.000000,0.971646
4,Two Free-riders,74,CATME,0.889411,1.000000,0.846846
4,Two Free-riders,74,Shapley,0.976794,1.000000,0.989686
4,Two Free-riders,75,Equal,0.000000,0.000000,0.765116
4,Two Free-riders,75,Peer,0.976076,1.000000,0.950265
4,Two Free-riders,75,Instructor,0.945725,1.000000,0.964926
4,Two Free-riders,75,CATME,0.982643,1.000000,0.924764
4,Two Free-riders,75,Shapley,0.973193,1.000000,0.912171
4,Two Free-riders,76,Equal,0.000000,0.000000,0.488968
4,Two Free-riders,76,Peer,0.876756,1.000000,0.844427
4,Two Free-riders,76,Instructor,0.991436,1.000000,0.838228
4,Two Free-riders,76,CATME,0.882263,1.000000,0.874176
4,Two Free-riders,76,Shapley,0.877263,1.000000,0.967810
4,Two Free-riders,77,Equal,0.000000,0.000000,0.590724
4,Two Free-riders,77,Peer,0.974138,1.000000,0.956578
4,Two Free-riders,77,Instructor,0.969629,1.000000,0.871569
4,Two Free-riders,77,CATME,0.973713,1.000000,0.907893
4,Two Free-riders,77,Shapley,0.972317,1.000000,0.909276
4,Two Free-riders,78,Equal,0.000000,0.000000,0.568179
4,Two Free-riders,78,Peer,0.927882,1.000000,0.841644
4,Two Free-riders,78,Instructor,0.967256,1.000000,0.827796
4,Two Free-riders,78,CATME,0.971629,1.000000,0.855528
4,Two Free-riders,78,Shapley,0.931971,1.000000,0.965771
4,Two Free-riders,79,Equal,0.000000,,0.908339
4,Two Free-riders,79,Peer,0.973892,,0.997091
4,Two Free-riders,79,Instructor,0.985942,,0.973739
4,Two Free-riders,79,CATME,0.924386,,0.969209
4,Two Free-riders,79,Shapley,0.994923,,0.951846
4,Two Free-riders,80,Equal,0.000000,0.000000,0.533047
4,Two Free-riders,80,Peer,0.967737,1.000000,0.931746
4,Two Free-riders,80,Instructor,0.947564,1.000000,0.896902
4,Two Free-riders,80,CATME,0.963291,1.000000,0.998782
4,Two Free-riders,80,Shapley,0.970022,1.000000,0.978929
4,Two Free-riders,81,Equal,0.000000,0.000000,0.537000
4,Two Free-riders,81,Peer,0.802019,1.000000,0.854770
4,Two Free-riders,81,Instructor,0.877421,1.000000,0.718347
4,Two Free-riders,81,CATME,0.939946,1.000000,0.917942
4,Two Free-riders,81,Shapley,0.938733,1.000000,0.963000
4,Two Free-riders,82,Equal,0.000000,0.000000,0.539564
4,Two Free-riders,82,Peer,0.974983,1.000000,0.944473
4,Two Free-riders,82,Instructor,0.963861,1.000000,0.886860
4,Two Free-riders,82,CATME,0.990737,1.000000,0.996155
4,Two Free-riders,82,Shapley,0.997128,1.000000,0.960436
4,Two Free-riders,83,Equal,0.000000,0.000000,0.550367
4,Two Free-riders,83,Peer,0.941432,1.000000,0.949633
4,Two Free-riders,83,Instructor,0.750876,1.000000,0.849428
4,Two Free-riders,83,CATME,0.944240,1.000000,0.855920
4,Two Free-riders,83,Shapley,0.941432,1.000000,0.949633
4,Two Free-riders,84,Equal,0.000000,0.000000,0.547324
4,Two Free-riders,84,Peer,0.971521,1.000000,0.898745
4,Two Free-riders,84,Instructor,0.979980,1.000000,0.945613
4,Two Free-riders,84,CATME,0.974491,1.000000,0.924798
4,Two Free-riders,84,Shapley,0.987487,1.000000,0.952676
4,Two Free-riders,85,Equal,0.000000,0.000000,0.592445
4,Two Free-riders,85,Peer,0.983725,1.000000,0.959508
4,Two Free-riders,85,Instructor,0.982087,1.000000,0.883946
4,Two Free-riders,85,CATME,0.998474,1.000000,0.967832
4,Two Free-riders,85,Shapley,0.996598,1.000000,0.907555
4,Two Free-riders,86,Equal,0.000000,0.000000,0.527264
4,Two Free-riders,86,Peer,0.932426,1.000000,0.871384
4,Two Free-riders,86,Instructor,0.858224,1.000000,0.859413
4,Two Free-riders,86,CATME,0.932952,1.000000,0.931049
4,Two Free-riders,86,Shapley,0.929967,1.000000,0.972736
4,Two Free-riders,87,Equal,0.000000,0.000000,0.491360
4,Two Free-riders,87,Peer,0.955586,1.000000,0.909986
4,Two Free-riders,87,Instructor,0.922262,1.000000,0.871855
4,Two Free-riders,87,CATME,0.972555,1.000000,0.937861
4,Two Free-riders,87,Shapley,0.977200,1.000000,0.991360
4,Two Free-riders,88,Equal,0.000000,0.000000,0.567068
4,Two Free-riders,88,Peer,0.990661,1.000000,0.903562
4,Two Free-riders,88,Instructor,0.974882,1.000000,0.939521
4,Two Free-riders,88,CATME,0.953137,1.000000,0.899450
4,Two Free-riders,88,Shapley,0.988779,1.000000,0.982836
4,Two Free-riders,89,Equal,0.000000,0.000000,0.691803
4,Two Free-riders,89,Peer,0.949508,1.000000,0.978430
4,Two Free-riders,89,Instructor,0.634003,0.000000,0.899402
4,Two Free-riders,89,CATME,0.934075,1.000000,0.989817
4,Two Free-riders,89,Shapley,0.999456,1.000000,0.846896
4,Two Free-riders,90,Equal,0.000000,0.000000,0.727005
4,Two Free-riders,90,Peer,0.834730,0.500000,0.863662
4,Two Free-riders,90,Instructor,0.941674,1.000000,0.930887
4,Two Free-riders,90,CATME,0.915131,1.000000,0.984558
4,Two Free-riders,90,Shapley,0.945537,1.000000,0.892646
4,Two Free-riders,91,Equal,0.000000,0.000000,0.585495
4,Two Free-riders,91,Peer,0.966406,1.000000,0.931740
4,Two Free-riders,91,Instructor,0.993642,1.000000,0.894799
4,Two Free-riders,91,CATME,0.996007,1.000000,0.948554
4,Two Free-riders,91,Shapley,0.997979,1.000000,0.914505
4,Two Free-riders,92,Equal,0.000000,0.000000,0.535236
4,Two Free-riders,92,Peer,0.988391,1.000000,0.922094
4,Two Free-riders,92,Instructor,0.999871,1.000000,0.964764
4,Two Free-riders,92,CATME,0.999651,1.000000,0.953386
4,Two Free-riders,92,Shapley,0.999871,1.000000,0.964764
4,Two Free-riders,93,Equal,0.000000,0.000000,0.583408
4,Two Free-riders,93,Peer,0.996576,1.000000,0.942965
4,Two Free-riders,93,Instructor,0.933592,1.000000,0.957711
4,Two Free-riders,93,CATME,0.981068,1.000000,0.976768
4,Two Free-riders,93,Shapley,0.997107,1.000000,0.916592
4,Two Free-riders,94,Equal,0.000000,0.000000,0.596347
4,Two Free-riders,94,Peer,0.932072,1.000000,0.851152
4,Two Free-riders,94,Instructor,0.906508,1.000000,0.930280
4,Two Free-riders,94,CATME,0.967752,1.000000,0.913233
4,Two Free-riders,94,Shapley,0.969340,1.000000,0.903653
4,Two Free-riders,95,Equal,0.000000,0.000000,0.696228
4,Two Free-riders,95,Peer,0.938869,1.000000,0.820706
4,Two Free-riders,95,Instructor,0.954581,1.000000,0.996985
4,Two Free-riders,95,CATME,0.884722,1.000000,0.955749
4,Two Free-riders,95,Shapley,0.988466,1.000000,0.958573
4,Two Free-riders,96,Equal,0.000000,0.000000,0.738066
4,Two Free-riders,96,Peer,0.986077,0.500000,0.956668
4,Two Free-riders,96,Instructor,0.985751,0.500000,0.907287
4,Two Free-riders,96,CATME,0.977343,0.500000,0.985587
4,Two Free-riders,96,Shapley,0.977836,0.250000,0.988066
4,Two Free-riders,97,Equal,0.000000,0.000000,0.575431
4,Two Free-riders,97,Peer,0.775968,0.666667,0.915321
4,Two Free-riders,97,Instructor,0.844602,0.666667,0.957440
4,Two Free-riders,97,CATME,0.869031,0.666667,0.908006
4,Two Free-riders,97,Shapley,0.911293,0.666667,0.908544
4,Two Free-riders,98,Equal,0.000000,0.000000,0.626687
4,Two Free-riders,98,Peer,0.946813,1.000000,0.952020
4,Two Free-riders,98,Instructor,0.970732,1.000000,0.954892
4,Two Free-riders,98,CATME,0.969056,1.000000,0.972166
4,Two Free-riders,98,Shapley,0.970674,1.000000,0.948946
4,Two Free-riders,99,Equal,0.000000,0.000000,0.542101
4,Two Free-riders,99,Peer,0.982027,1.000000,0.899627
4,Two Free-riders,99,Instructor,0.999618,1.000000,0.957899
4,Two Free-riders,99,CATME,0.992179,1.000000,0.971123
4,Two Free-riders,99,Shapley,0.999618,1.000000,0.957899
4,Two Free-riders,100,Equal,0.000000,0.000000,0.662882
4,Two Free-riders,100,Peer,0.561030,1.000000,0.922444
4,Two Free-riders,100,Instructor,0.973061,1.000000,0.872726
4,Two Free-riders,100,CATME,0.951145,1.000000,0.844016
4,Two Free-riders,100,Shapley,0.952136,1.000000,0.885205
4,Two Free-riders,101,Equal,0.000000,0.000000,0.506245
4,Two Free-riders,101,Peer,0.991544,1.000000,0.834099
4,Two Free-riders,101,Instructor,0.992654,1.000000,0.966416
4,Two Free-riders,101,CATME,0.994485,1.000000,0.994794
4,Two Free-riders,101,Shapley,0.994219,1.000000,0.993755
4,Two Free-riders,102,Equal,0.000000,0.000000,0.642952
4,Two Free-riders,102,Peer,0.955716,1.000000,0.933505
4,Two Free-riders,102,Instructor,0.963522,1.000000,0.939655
4,Two Free-riders,102,CATME,0.981520,1.000000,0.996217
4,Two Free-riders,102,Shapley,0.961218,1.000000,0.938013
4,Two Free-riders,103,Equal,0.000000,0.000000,0.570600
4,Two Free-riders,103,Peer,0.993064,1.000000,0.960953
4,Two Free-riders,103,Instructor,0.849686,1.000000,0.811916
4,Two Free-riders,103,CATME,0.993223,1.000000,0.897805
4,Two Free-riders,103,Shapley,0.990623,1.000000,0.946809
4,Two Free-riders,104,Equal,0.000000,0.000000,0.837084
4,Two Free-riders,104,Peer,0.935682,1.000000,0.985895
4,Two Free-riders,104,Instructor,0.744344,1.000000,0.983935
4,Two Free-riders,104,CATME,0.941460,1.000000,0.979288
4,Two Free-riders,104,Shapley,0.969144,1.000000,0.935163
4,Two Free-riders,105,Equal,0.000000,0.000000,0.522927
4,Two Free-riders,105,Peer,0.969970,1.000000,0.962461
4,Two Free-riders,105,Instructor,0.877048,1.000000,0.876252
4,Two Free-riders,105,CATME,0.975529,1.000000,0.982821
4,Two Free-riders,105,Shapley,0.975297,1.000000,0.977073
4,Two Free-riders,106,Equal,0.000000,0.000000,0.681347
4,Two Free-riders,106,Peer,0.986881,0.500000,0.931681
4,Two Free-riders,106,Instructor,0.837397,0.500000,0.973405
4,Two Free-riders,106,CATME,0.632948,0.500000,0.925721
4,Two Free-riders,106,Shapley,0.953692,0.500000,0.896342
4,Two Free-riders,107,Equal,0.000000,0.000000,0.636232
4,Two Free-riders,107,Peer,0.918965,1.000000,0.903747
4,Two Free-riders,107,Instructor,0.709213,0.500000,0.935220
4,Two Free-riders,107,CATME,0.913495,1.000000,0.890904
4,Two Free-riders,107,Shapley,0.931599,1.000000,0.888493
4,Two Free-riders,108,Equal,0.000000,0.000000,0.697317
4,Two Free-riders,108,Peer,0.946975,1.000000,0.930511
4,Two Free-riders,108,Instructor,0.798364,1.000000,0.947049
4,Two Free-riders,108,CATME,0.948667,1.000000,0.965555
4,Two Free-riders,108,Shapley,0.978188,1.000000,0.918311
4,Two Free-riders,109,Equal,0.000000,0.000000,0.597577
4,Two Free-riders,109,Peer,0.876870,1.000000,0.803358
4,Two Free-riders,109,Instructor,0.946927,1.000000,0.888785
4,Two Free-riders,109,CATME,0.854311,1.000000,0.910810
4,Two Free-riders,109,Shapley,0.908233,1.000000,0.980088
4,Two Free-riders,110,Equal,0.000000,0.000000,0.630919
4,Two Free-riders,110,Peer,0.818143,1.000000,0.942220
4,Two Free-riders,110,Instructor,0.932367,1.000000,0.989174
4,Two Free-riders,110,CATME,0.974380,1.000000,0.852734
4,Two Free-riders,110,Shapley,0.916571,1.000000,0.882178
4,Two Free-riders,111,Equal,0.000000,0.000000,0.725737
4,Two Free-riders,111,Peer,0.925225,1.000000,0.980813
4,Two Free-riders,111,Instructor,0.949106,1.000000,0.946943
4,Two Free-riders,111,CATME,0.945096,1.000000,0.938685
4,Two Free-riders,111,Shapley,0.948611,1.000000,0.886423
4,Two Free-riders,112,Equal,0.000000,0.000000,0.669334
4,Two Free-riders,112,Peer,0.979309,1.000000,0.996304
4,Two Free-riders,112,Instructor,0.945201,1.000000,0.973136
4,Two Free-riders,112,CATME,0.974589,1.000000,0.935455
4,Two Free-riders,112,Shapley,0.999353,1.000000,0.858727
4,Two Free-riders,113,Equal,0.000000,0.000000,0.657886
4,Two Free-riders,113,Peer,0.984797,1.000000,0.985620
4,Two Free-riders,113,Instructor,0.557369,1.000000,0.999870
4,Two Free-riders,113,CATME,0.995065,1.000000,0.873532
4,Two Free-riders,113,Shapley,0.903143,1.000000,0.919886
4,Two Free-riders,114,Equal,0.000000,0.000000,0.790954
4,Two Free-riders,114,Peer,0.435652,1.000000,0.910824
4,Two Free-riders,114,Instructor,0.931111,1.000000,0.877786
4,Two Free-riders,114,CATME,0.909112,1.000000,0.991053
4,Two Free-riders,114,Shapley,0.948962,1.000000,0.921258
4,Two Free-riders,115,Equal,0.000000,0.000000,0.580673
4,Two Free-riders,115,Peer,0.942471,1.000000,0.936571
4,Two Free-riders,115,Instructor,0.926439,1.000000,0.946933
4,Two Free-riders,115,CATME,0.996987,1.000000,0.982518
4,Two Free-riders,115,Shapley,0.993534,1.000000,0.919327
4,Two Free-riders,116,Equal,0.000000,0.000000,0.612258
4,Two Free-riders,116,Peer,0.928385,1.000000,0.968629
4,Two Free-riders,116,Instructor,0.991584,1.000000,0.954694
4,Two Free-riders,116,CATME,0.999110,1.000000,0.935156
4,Two Free-riders,116,Shapley,0.998710,1.000000,0.887742
4,Two Free-riders,117,Equal,0.000000,0.000000,0.614046
4,Two Free-riders,117,Peer,0.930352,1.000000,0.957578
4,Two Free-riders,117,Instructor,0.876646,1.000000,0.937263
4,Two Free-riders,117,CATME,0.934003,1.000000,0.894102
4,Two Free-riders,117,Shapley,0.946556,1.000000,0.953058
4,Two Free-riders,118,Equal,0.000000,0.000000,0.532912
4,Two Free-riders,118,Peer,0.864637,1.000000,0.816672
4,Two Free-riders,118,Instructor,0.930116,1.000000,0.900750
4,Two Free-riders,118,CATME,0.956713,1.000000,0.941674
4,Two Free-riders,118,Shapley,0.966108,1.000000,0.967088
4,Two Free-riders,119,Equal,0.000000,0.000000,0.559116
4,Two Free-riders,119,Peer,0.940177,1.000000,0.904844
4,Two Free-riders,119,Instructor,0.987492,1.000000,0.947399
4,Two Free-riders,119,CATME,0.994791,1.000000,0.996800
4,Two Free-riders,119,Shapley,0.989308,1.000000,0.951114
4,Two Free-riders,120,Equal,0.000000,0.000000,0.582434
4,Two Free-riders,120,Peer,0.917957,1.000000,0.858722
4,Two Free-riders,120,Instructor,0.901948,1.000000,0.943118
4,Two Free-riders,120,CATME,0.958140,1.000000,0.830426
4,Two Free-riders,120,Shapley,0.901024,1.000000,0.907889
4,Two Free-riders,121,Equal,0.000000,0.000000,0.595207
4,Two Free-riders,121,Peer,0.801371,1.000000,0.991682
4,Two Free-riders,121,Instructor,0.861155,1.000000,0.988168
4,Two Free-riders,121,CATME,0.862960,1.000000,0.906223
4,Two Free-riders,121,Shapley,0.912235,1.000000,0.932936
4,Two Free-riders,122,Equal,0.000000,0.000000,0.674819
4,Two Free-riders,122,Peer,0.953372,1.000000,0.960463
4,Two Free-riders,122,Instructor,0.944889,1.000000,0.983346
4,Two Free-riders,122,CATME,0.962186,1.000000,0.909908
4,Two Free-riders,122,Shapley,0.922699,1.000000,0.931971
4,Two Free-riders,123,Equal,0.000000,0.000000,0.647745
4,Two Free-riders,123,Peer,0.993188,1.000000,0.982265
4,Two Free-riders,123,Instructor,0.869829,1.000000,0.950424
4,Two Free-riders,123,CATME,0.971206,1.000000,0.842390
4,Two Free-riders,123,Shapley,0.923828,1.000000,0.999992
4,Two Free-riders,124,Equal,0.000000,0.000000,0.750064
4,Two Free-riders,124,Peer,0.955072,1.000000,0.938852
4,Two Free-riders,124,Instructor,0.931720,1.000000,0.921792
4,Two Free-riders,124,CATME,0.990273,1.000000,0.928083
4,Two Free-riders,124,Shapley,0.981089,1.000000,0.999936
4,Two Free-riders,125,Equal,0.000000,0.000000,0.533104
4,Two Free-riders,125,Peer,0.853736,1.000000,0.854015
4,Two Free-riders,125,Instructor,0.888697,1.000000,0.908333
4,Two Free-riders,125,CATME,0.876406,1.000000,0.905103
4,Two Free-riders,125,Shapley,0.891821,1.000000,0.962841
4,Two Free-riders,126,Equal,0.000000,0.000000,0.581087
4,Two Free-riders,126,Peer,0.981877,1.000000,0.979156
4,Two Free-riders,126,Instructor,0.982001,1.000000,0.976848
4,Two Free-riders,126,CATME,0.976683,1.000000,0.992238
4,Two Free-riders,126,Shapley,0.978192,1.000000,0.929495
4,Two Free-riders,127,Equal,0.000000,0.000000,0.745345
4,Two Free-riders,127,Peer,0.953405,1.000000,0.934285
4,Two Free-riders,127,Instructor,0.436937,0.000000,0.907452
4,Two Free-riders,127,CATME,0.959028,1.000000,0.914854
4,Two Free-riders,127,Shapley,0.952160,1.000000,0.897198
4,Two Free-riders,128,Equal,0.000000,0.000000,0.632224
4,Two Free-riders,128,Peer,0.975937,1.000000,0.857417
4,Two Free-riders,128,Instructor,0.941255,1.000000,0.956124
4,Two Free-riders,128,CATME,0.977566,1.000000,0.976985
4,Two Free-riders,128,Shapley,0.982621,1.000000,0.979628
4,Two Free-riders,129,Equal,0.000000,0.000000,0.651657
4,Two Free-riders,129,Peer,0.843350,1.000000,0.913602
4,Two Free-riders,129,Instructor,0.797674,1.000000,0.934122
4,Two Free-riders,129,CATME,0.969672,1.000000,0.869853
4,Two Free-riders,129,Shapley,0.945937,1.000000,0.967484
4,Two Free-riders,130,Equal,0.000000,0.000000,0.588743
4,Two Free-riders,130,Peer,0.994838,1.000000,0.980472
4,Two Free-riders,130,Instructor,0.969431,1.000000,0.883849
4,Two Free-riders,130,CATME,0.991203,1.000000,0.963657
4,Two Free-riders,130,Shapley,0.996590,1.000000,0.997732
4,Two Free-riders,131,Equal,0.000000,0.000000,0.667802
4,Two Free-riders,131,Peer,0.985468,1.000000,0.852473
4,Two Free-riders,131,Instructor,0.937595,1.000000,0.804718
4,Two Free-riders,131,CATME,0.998831,1.000000,0.912902
4,Two Free-riders,131,Shapley,0.999069,1.000000,0.886483
4,Two Free-riders,132,Equal,0.000000,0.000000,0.641097
4,Two Free-riders,132,Peer,0.992801,1.000000,0.906144
4,Two Free-riders,132,Instructor,0.999118,1.000000,0.858903
4,Two Free-riders,132,CATME,0.989836,1.000000,0.946640
4,Two Free-riders,132,Shapley,0.999118,1.000000,0.858903
4,Two Free-riders,133,Equal,0.000000,0.000000,0.759335
4,Two Free-riders,133,Peer,0.763467,0.500000,0.889530
4,Two Free-riders,133,Instructor,0.681580,0.500000,0.959370
4,Two Free-riders,133,CATME,0.922377,0.500000,0.871921
4,Two Free-riders,133,Shapley,0.961383,0.500000,0.931062
4,Two Free-riders,134,Equal,0.000000,0.000000,0.614487
4,Two Free-riders,134,Peer,0.903654,1.000000,0.957654
4,Two Free-riders,134,Instructor,0.911250,1.000000,0.886172
4,Two Free-riders,134,CATME,0.976089,1.000000,0.886602
4,Two Free-riders,134,Shapley,0.925637,1.000000,0.944440
4,Two Free-riders,135,Equal,0.000000,0.000000,0.516898
4,Two Free-riders,135,Peer,0.976618,1.000000,0.991569
4,Two Free-riders,135,Instructor,0.969932,1.000000,0.933072
4,Two Free-riders,135,CATME,0.964180,1.000000,0.899404
4,Two Free-riders,135,Shapley,0.980296,1.000000,0.983102
4,Two Free-riders,136,Equal,0.000000,0.000000,0.709726
4,Two Free-riders,136,Peer,0.977050,0.500000,0.879829
4,Two Free-riders,136,Instructor,0.792922,0.500000,0.984219
4,Two Free-riders,136,CATME,0.972677,0.500000,0.959478
4,Two Free-riders,136,Shapley,0.945143,0.500000,0.998049
4,Two Free-riders,137,Equal,0.000000,0.000000,0.543638
4,Two Free-riders,137,Peer,0.926139,1.000000,0.926722
4,Two Free-riders,137,Instructor,0.929054,1.000000,0.877878
4,Two Free-riders,137,CATME,0.919413,1.000000,0.890038
4,Two Free-riders,137,Shapley,0.937278,1.000000,0.976081
4,Two Free-riders,138,Equal,0.000000,0.000000,0.524990
4,Two Free-riders,138,Peer,0.976644,1.000000,0.999750
4,Two Free-riders,138,Instructor,0.977573,1.000000,0.975010
4,Two Free-riders,138,CATME,0.977366,1.000000,0.965946
4,Two Free-riders,138,Shapley,0.977573,1.000000,0.975010
4,Two Free-riders,139,Equal,0.000000,0.000000,0.464645
4,Two Free-riders,139,Peer,0.950681,1.000000,0.687673
4,Two Free-riders,139,Instructor,0.875022,0.500000,0.754466
4,Two Free-riders,139,CATME,0.877747,1.000000,0.821659
4,Two Free-riders,139,Shapley,0.954895,1.000000,0.960339
4,Two Free-riders,140,Equal,0.000000,0.000000,0.457881
4,Two Free-riders,140,Peer,0.910450,1.000000,0.843923
4,Two Free-riders,140,Instructor,0.948625,1.000000,0.863007
4,Two Free-riders,140,CATME,0.930519,1.000000,0.960003
4,Two Free-riders,140,Shapley,0.926079,1.000000,0.957881
4,Two Free-riders,141,Equal,0.000000,0.000000,0.368925
4,Two Free-riders,141,Peer,0.728146,0.666667,0.826234
4,Two Free-riders,141,Instructor,0.775321,0.666667,0.753481
4,Two Free-riders,141,CATME,0.887331,0.666667,0.862835
4,Two Free-riders,141,Shapley,0.997705,0.666667,0.942941
4,Two Free-riders,142,Equal,0.000000,0.000000,0.599171
4,Two Free-riders,142,Peer,0.939450,1.000000,0.854526
4,Two Free-riders,142,Instructor,0.928871,1.000000,0.912687
4,Two Free-riders,142,CATME,0.921064,1.000000,0.867472
4,Two Free-riders,142,Shapley,0.930605,1.000000,0.901992
