n,scenario,run_id,method,pearson_r,fdr,sca
3,Balanced,0,Equal,0.000000,,0.918355
3,Balanced,0,Peer,0.999308,,0.992099
3,Balanced,0,Instructor,0.529366,,0.973753
3,Balanced,0,CATME,0.976055,,0.976858
3,Balanced,0,Shapley,0.999834,,0.946892
3,Balanced,1,Equal,0.000000,,0.848617
3,Balanced,1,Peer,0.955711,,0.988126
3,Balanced,1,Instructor,0.992526,,0.959947
3,Balanced,1,CATME,1.000000,,0.991243
3,Balanced,1,Shapley,0.990092,,0.933701
3,Balanced,2,Equal,0.000000,,0.849426
3,Balanced,2,Peer,0.908951,,0.983163
3,Balanced,2,Instructor,0.991122,,0.986192
3,Balanced,2,CATME,0.997470,,0.975645
3,Balanced,2,Shapley,0.999737,,0.956554
3,Balanced,3,Equal,0.000000,,0.837713
3,Balanced,3,Peer,0.987621,,0.945609
3,Balanced,3,Instructor,0.993540,,0.988175
3,Balanced,3,CATME,0.993175,,0.996137
3,Balanced,3,Shapley,0.985917,,0.932951
3,Balanced,4,Equal,0.000000,,0.766748
3,Balanced,4,Peer,0.988923,,0.953609
3,Balanced,4,Instructor,0.999852,,0.963055
3,Balanced,4,CATME,0.969030,,0.924110
3,Balanced,4,Shapley,0.973552,,0.923012
3,Balanced,5,Equal,0.000000,,0.907040
3,Balanced,5,Peer,0.429321,,0.936864
3,Balanced,5,Instructor,0.999974,,0.952581
3,Balanced,5,CATME,0.969544,,0.994969
3,Balanced,5,Shapley,0.999620,,0.946840
3,Balanced,6,Equal,0.000000,,0.919635
3,Balanced,6,Peer,0.453527,,0.961871
3,Balanced,6,Instructor,0.949364,,0.962227
3,Balanced,6,CATME,0.995698,,0.972416
3,Balanced,6,Shapley,0.999912,,0.951855
3,Balanced,7,Equal,0.000000,,0.970738
3,Balanced,7,Peer,0.966405,,0.982091
3,Balanced,7,Instructor,0.302333,,0.988863
3,Balanced,7,CATME,0.997704,,0.986010
3,Balanced,7,Shapley,1.000000,,0.981796
3,Balanced,8,Equal,0.000000,,0.914184
3,Balanced,8,Peer,0.999452,,0.982349
3,Balanced,8,Instructor,0.995159,,0.991207
3,Balanced,8,CATME,0.691232,,0.972139
3,Balanced,8,Shapley,0.999688,,0.953720
3,Balanced,9,Equal,0.000000,,0.925806
3,Balanced,9,Peer,0.961198,,0.953563
3,Balanced,9,Instructor,0.901101,,0.991944
3,Balanced,9,CATME,0.854080,,0.987227
3,Balanced,9,Shapley,0.998792,,0.948863
3,Balanced,10,Equal,0.000000,,0.843582
3,Balanced,10,Peer,0.979240,,0.960945
3,Balanced,10,Instructor,0.889629,,0.942447
3,Balanced,10,CATME,0.998210,,0.992521
3,Balanced,10,Shapley,0.985952,,0.937898
3,Balanced,11,Equal,0.000000,,0.942093
3,Balanced,11,Peer,0.993606,,0.998358
3,Balanced,11,Instructor,0.412209,,0.909586
3,Balanced,11,CATME,0.994490,,0.980418
3,Balanced,11,Shapley,1.000000,,0.956281
3,Balanced,12,Equal,0.000000,0.000000,0.750209
3,Balanced,12,Peer,0.999846,1.000000,0.883101
3,Balanced,12,Instructor,0.999544,1.000000,0.989193
3,Balanced,12,CATME,0.929223,1.000000,0.952479
3,Balanced,12,Shapley,0.963838,1.000000,0.909392
3,Balanced,13,Equal,0.000000,,0.879263
3,Balanced,13,Peer,0.932543,,0.981875
3,Balanced,13,Instructor,0.942950,,0.977352
3,Balanced,13,CATME,0.994993,,0.982477
3,Balanced,13,Shapley,0.999338,,0.956285
3,Balanced,14,Equal,0.000000,,0.987128
3,Balanced,14,Peer,0.167945,,0.990046
3,Balanced,14,Instructor,0.998010,,0.929829
3,Balanced,14,CATME,0.439445,,0.987728
3,Balanced,14,Shapley,0.999623,,0.991176
3,Balanced,15,Equal,0.000000,,0.868243
3,Balanced,15,Peer,0.973835,,0.969626
3,Balanced,15,Instructor,0.898989,,0.952012
3,Balanced,15,CATME,0.996394,,0.990035
3,Balanced,15,Shapley,0.993505,,0.939706
3,Balanced,16,Equal,0.000000,,0.914138
3,Balanced,16,Peer,0.998020,,0.997882
3,Balanced,16,Instructor,0.940577,,0.938158
3,Balanced,16,CATME,0.999054,,0.980837
3,Balanced,16,Shapley,0.999360,,0.943444
3,Balanced,17,Equal,0.000000,,0.797484
3,Balanced,17,Peer,0.943020,,0.976349
3,Balanced,17,Instructor,0.999451,,0.941554
3,Balanced,17,CATME,0.981773,,0.976848
3,Balanced,17,Shapley,0.981773,,0.912441
3,Balanced,18,Equal,0.000000,,0.933661
3,Balanced,18,Peer,0.630635,,0.993563
3,Balanced,18,Instructor,0.416190,,0.993251
3,Balanced,18,CATME,1.000000,,0.988640
3,Balanced,18,Shapley,0.999818,,0.952418
3,Balanced,19,Equal,0.000000,,0.970044
3,Balanced,19,Peer,0.723214,,0.960808
3,Balanced,19,Instructor,0.611013,,0.948538
3,Balanced,19,CATME,0.873160,,0.977163
3,Balanced,19,Shapley,0.999654,,0.964572
3,Balanced,20,Equal,0.000000,,0.745051
3,Balanced,20,Peer,0.997076,,0.916435
3,Balanced,20,Instructor,0.980238,,0.960198
3,Balanced,20,CATME,0.962826,,0.910385
3,Balanced,20,Shapley,0.984828,,0.922290
3,Balanced,21,Equal,0.000000,,0.894515
3,Balanced,21,Peer,0.914688,,0.994546
3,Balanced,21,Instructor,-0.595506,,0.938990
3,Balanced,21,CATME,0.872711,,0.996858
3,Balanced,21,Shapley,0.998404,,0.944417
3,Balanced,22,Equal,0.000000,,0.949353
3,Balanced,22,Peer,0.449338,,0.962274
3,Balanced,22,Instructor,0.264114,,0.995151
3,Balanced,22,CATME,0.137827,,0.972130
3,Balanced,22,Shapley,0.998787,,0.964409
3,Balanced,23,Equal,0.000000,,0.828026
3,Balanced,23,Peer,0.940006,,0.976671
3,Balanced,23,Instructor,0.992456,,0.886473
3,Balanced,23,CATME,0.994445,,0.966050
3,Balanced,23,Shapley,0.984241,,0.940255
3,Balanced,24,Equal,0.000000,,0.861847
3,Balanced,24,Peer,0.981419,,0.964491
3,Balanced,24,Instructor,0.999356,,0.959720
3,Balanced,24,CATME,0.997278,,0.961562
3,Balanced,24,Shapley,0.998123,,0.954092
3,Balanced,25,Equal,0.000000,,0.859996
3,Balanced,25,Peer,0.705211,,0.957960
3,Balanced,25,Instructor,0.771868,,0.981771
3,Balanced,25,CATME,0.977066,,0.971263
3,Balanced,25,Shapley,0.999382,,0.956158
3,Balanced,26,Equal,0.000000,,0.961660
3,Balanced,26,Peer,0.990080,,0.987046
3,Balanced,26,Instructor,0.939411,,0.900627
3,Balanced,26,CATME,-0.921382,,0.979948
3,Balanced,26,Shapley,0.995476,,0.965269
3,Balanced,27,Equal,0.000000,,0.871564
3,Balanced,27,Peer,0.997103,,0.959760
3,Balanced,27,Instructor,0.997667,,0.974074
3,Balanced,27,CATME,0.999075,,0.933179
3,Balanced,27,Shapley,0.995859,,0.951134
3,Balanced,28,Equal,0.000000,,0.899850
3,Balanced,28,Peer,0.997663,,0.976700
3,Balanced,28,Instructor,-0.576973,,0.820681
3,Balanced,28,CATME,0.808387,,0.977575
3,Balanced,28,Shapley,0.999512,,0.943686
3,Balanced,29,Equal,0.000000,,0.827755
3,Balanced,29,Peer,0.991167,,0.991115
3,Balanced,29,Instructor,0.870886,,0.965974
3,Balanced,29,CATME,0.999966,,0.983069
3,Balanced,29,Shapley,0.990955,,0.922216
3,Balanced,30,Equal,0.000000,,0.956404
3,Balanced,30,Peer,-0.708164,,0.974271
3,Balanced,30,Instructor,0.182607,,0.977423
3,Balanced,30,CATME,0.996684,,0.990426
3,Balanced,30,Shapley,0.997884,,0.954616
3,Balanced,31,Equal,0.000000,,0.874045
3,Balanced,31,Peer,0.951094,,0.991277
3,Balanced,31,Instructor,0.993957,,0.954685
3,Balanced,31,CATME,0.968136,,0.981424
3,Balanced,31,Shapley,0.994047,,0.947922
3,Balanced,32,Equal,0.000000,,0.953118
3,Balanced,32,Peer,0.312951,,0.975041
3,Balanced,32,Instructor,0.952277,,0.962069
3,Balanced,32,CATME,0.999773,,0.994801
3,Balanced,32,Shapley,0.997628,,0.952180
3,Balanced,33,Equal,0.000000,,0.980462
3,Balanced,33,Peer,0.502735,,0.964059
3,Balanced,33,Instructor,-0.952833,,0.969960
3,Balanced,33,CATME,0.448210,,0.987244
3,Balanced,33,Shapley,0.999860,,0.975765
3,Balanced,34,Equal,0.000000,,0.943115
3,Balanced,34,Peer,-0.375341,,0.982474
3,Balanced,34,Instructor,0.996305,,0.947453
3,Balanced,34,CATME,0.994757,,0.986165
3,Balanced,34,Shapley,0.996319,,0.954068
3,Balanced,35,Equal,0.000000,,0.922138
3,Balanced,35,Peer,0.771641,,0.970260
3,Balanced,35,Instructor,0.791467,,0.925988
3,Balanced,35,CATME,0.952952,,0.978681
3,Balanced,35,Shapley,0.999979,,0.956636
3,Balanced,36,Equal,0.000000,,0.961266
3,Balanced,36,Peer,-0.072107,,0.955494
3,Balanced,36,Instructor,0.247056,,0.996555
3,Balanced,36,CATME,0.796935,,0.936235
3,Balanced,36,Shapley,0.998830,,0.957372
3,Balanced,37,Equal,0.000000,,0.797089
3,Balanced,37,Peer,0.997021,,0.958702
3,Balanced,37,Instructor,0.946112,,0.915255
3,Balanced,37,CATME,0.988836,,0.973676
3,Balanced,37,Shapley,0.974216,,0.921623
3,Balanced,38,Equal,0.000000,,0.825281
3,Balanced,38,Peer,0.999608,,0.982211
3,Balanced,38,Instructor,0.980994,,0.998117
3,Balanced,38,CATME,0.999905,,0.952997
3,Balanced,38,Shapley,0.989112,,0.922558
3,Balanced,39,Equal,0.000000,,0.886356
3,Balanced,39,Peer,0.800301,,0.945214
3,Balanced,39,Instructor,0.772028,,0.993764
3,Balanced,39,CATME,0.999972,,0.990802
3,Balanced,39,Shapley,0.997909,,0.953053
3,Balanced,40,Equal,0.000000,,0.769099
3,Balanced,40,Peer,0.973689,,0.925559
3,Balanced,40,Instructor,0.587926,,0.911001
3,Balanced,40,CATME,0.999740,,0.929910
3,Balanced,40,Shapley,0.976474,,0.925648
3,Balanced,41,Equal,0.000000,,0.947207
3,Balanced,41,Peer,0.698211,,0.940638
3,Balanced,41,Instructor,0.928989,,0.998230
3,Balanced,41,CATME,-0.749534,,0.979431
3,Balanced,41,Shapley,0.997738,,0.951717
3,Balanced,42,Equal,0.000000,,0.932992
3,Balanced,42,Peer,0.988854,,0.972894
3,Balanced,42,Instructor,0.074243,,0.940117
3,Balanced,42,CATME,0.647070,,0.979417
3,Balanced,42,Shapley,0.999984,,0.959088
3,Balanced,43,Equal,0.000000,0.000000,0.606807
3,Balanced,43,Peer,0.922201,0.000000,0.846784
3,Balanced,43,Instructor,0.887508,0.000000,0.747158
3,Balanced,43,CATME,0.973322,1.000000,0.957226
3,Balanced,43,Shapley,0.975499,1.000000,0.948214
3,Balanced,44,Equal,0.000000,,0.897490
3,Balanced,44,Peer,0.980185,,0.961425
3,Balanced,44,Instructor,0.998999,,0.876672
3,Balanced,44,CATME,0.995894,,0.988236
3,Balanced,44,Shapley,0.998418,,0.946138
3,Balanced,45,Equal,0.000000,,0.875845
3,Balanced,45,Peer,0.960580,,0.931198
3,Balanced,45,Instructor,0.952656,,0.967886
3,Balanced,45,CATME,0.942100,,0.989636
3,Balanced,45,Shapley,0.994818,,0.941791
3,Balanced,46,Equal,0.000000,,0.878206
3,Balanced,46,Peer,0.942415,,0.984562
3,Balanced,46,Instructor,0.672938,,0.980279
3,Balanced,46,CATME,0.987359,,0.947418
3,Balanced,46,Shapley,0.994495,,0.947214
3,Balanced,47,Equal,0.000000,,0.890274
3,Balanced,47,Peer,0.999040,,0.985172
3,Balanced,47,Instructor,0.653732,,0.907919
3,Balanced,47,CATME,0.971126,,0.997836
3,Balanced,47,Shapley,0.999515,,0.956436
3,Balanced,48,Equal,0.000000,,0.978787
3,Balanced,48,Peer,0.988823,,0.977458
3,Balanced,48,Instructor,0.253092,,0.987262
3,Balanced,48,CATME,0.929955,,0.986416
3,Balanced,48,Shapley,0.997157,,0.977243
3,Balanced,49,Equal,0.000000,,0.888263
3,Balanced,49,Peer,0.864416,,0.965734
3,Balanced,49,Instructor,-0.148095,,0.997447
3,Balanced,49,CATME,0.965244,,0.996861
3,Balanced,49,Shapley,0.998896,,0.954918
3,Balanced,50,Equal,0.000000,,0.930608
3,Balanced,50,Peer,0.987113,,0.990834
3,Balanced,50,Instructor,0.056593,,0.977843
3,Balanced,50,CATME,0.988070,,0.980148
3,Balanced,50,Shapley,0.997304,,0.947386
3,Balanced,51,Equal,0.000000,,0.758347
3,Balanced,51,Peer,0.994067,,0.905995
3,Balanced,51,Instructor,0.999044,,0.905468
3,Balanced,51,CATME,0.938271,,0.992349
3,Balanced,51,Shapley,0.963435,,0.906019
3,Balanced,52,Equal,0.000000,,0.972679
3,Balanced,52,Peer,0.855831,,0.972710
3,Balanced,52,Instructor,0.733988,,0.872058
3,Balanced,52,CATME,0.479389,,0.983724
3,Balanced,52,Shapley,0.995655,,0.973370
3,Balanced,53,Equal,0.000000,,0.825421
3,Balanced,53,Peer,0.999999,,0.983871
3,Balanced,53,Instructor,0.520166,,0.951405
3,Balanced,53,CATME,0.990838,,0.987176
3,Balanced,53,Shapley,0.993442,,0.918342
3,Balanced,54,Equal,0.000000,,0.888659
3,Balanced,54,Peer,0.862384,,0.972541
3,Balanced,54,Instructor,0.999997,,0.993487
3,Balanced,54,CATME,0.999999,,0.979477
3,Balanced,54,Shapley,0.998774,,0.954615
3,Balanced,55,Equal,0.000000,,0.962246
3,Balanced,55,Peer,0.762434,,0.987620
3,Balanced,55,Instructor,0.989039,,0.918329
3,Balanced,55,CATME,0.418890,,0.990962
3,Balanced,55,Shapley,0.999538,,0.956637
3,Balanced,56,Equal,0.000000,,0.935668
3,Balanced,56,Peer,0.949519,,0.979030
3,Balanced,56,Instructor,-0.348703,,0.910606
3,Balanced,56,CATME,0.421856,,0.995369
3,Balanced,56,Shapley,0.998656,,0.954953
3,Balanced,57,Equal,0.000000,,0.909455
3,Balanced,57,Peer,0.998376,,0.956853
3,Balanced,57,Instructor,0.866245,,0.979798
3,Balanced,57,CATME,0.650968,,0.979707
3,Balanced,57,Shapley,0.999993,,0.945104
3,Balanced,58,Equal,0.000000,,0.848847
3,Balanced,58,Peer,0.972477,,0.975781
3,Balanced,58,Instructor,0.902907,,0.858599
3,Balanced,58,CATME,0.975099,,0.987331
3,Balanced,58,Shapley,0.987237,,0.939912
3,Balanced,59,Equal,0.000000,,0.860524
3,Balanced,59,Peer,0.972458,,0.968203
3,Balanced,59,Instructor,0.936793,,0.875716
3,Balanced,59,CATME,0.996957,,0.988185
3,Balanced,59,Shapley,0.995044,,0.933496
3,Balanced,60,Equal,0.000000,,0.910521
3,Balanced,60,Peer,0.659177,,0.978672
3,Balanced,60,Instructor,0.262091,,0.995387
3,Balanced,60,CATME,0.724060,,0.995918
3,Balanced,60,Shapley,0.999931,,0.944032
3,Balanced,61,Equal,0.000000,,0.866478
3,Balanced,61,Peer,0.945945,,0.994248
3,Balanced,61,Instructor,0.869999,,0.959000
3,Balanced,61,CATME,0.999858,,0.988514
3,Balanced,61,Shapley,0.997042,,0.952751
3,Balanced,62,Equal,0.000000,,0.934386
3,Balanced,62,Peer,0.931245,,0.961046
3,Balanced,62,Instructor,0.624596,,0.985147
3,Balanced,62,CATME,0.799120,,0.995058
3,Balanced,62,Shapley,0.997825,,0.949109
3,Balanced,63,Equal,0.000000,,0.909983
3,Balanced,63,Peer,0.999447,,0.955696
3,Balanced,63,Instructor,-0.775351,,0.961737
3,Balanced,63,CATME,0.999897,,0.997151
3,Balanced,63,Shapley,0.999805,,0.943024
3,Balanced,64,Equal,0.000000,,0.824623
3,Balanced,64,Peer,0.977583,,0.976098
3,Balanced,64,Instructor,0.957878,,0.913409
3,Balanced,64,CATME,0.995048,,0.920202
3,Balanced,64,Shapley,0.980895,,0.934787
3,Balanced,65,Equal,0.000000,,0.970285
3,Balanced,65,Peer,0.706136,,0.963110
3,Balanced,65,Instructor,0.760692,,0.993882
3,Balanced,65,CATME,0.568390,,0.996025
3,Balanced,65,Shapley,0.998173,,0.977920
3,Balanced,66,Equal,0.000000,,0.830167
3,Balanced,66,Peer,0.979923,,0.959190
3,Balanced,66,Instructor,0.933023,,0.930006
3,Balanced,66,CATME,0.957600,,0.948867
3,Balanced,66,Shapley,0.984285,,0.940231
3,Balanced,67,Equal,0.000000,,0.835681
3,Balanced,67,Peer,0.816172,,0.937369
3,Balanced,67,Instructor,0.170688,,0.877283
3,Balanced,67,CATME,0.967987,,0.986425
3,Balanced,67,Shapley,0.985747,,0.941651
3,Balanced,68,Equal,0.000000,,0.881036
3,Balanced,68,Peer,0.991148,,0.990927
3,Balanced,68,Instructor,0.000504,,0.769127
3,Balanced,68,CATME,0.771479,,0.905320
3,Balanced,68,Shapley,0.995321,,0.948592
3,Balanced,69,Equal,0.000000,,0.915375
3,Balanced,69,Peer,0.454387,,0.964094
3,Balanced,69,Instructor,0.839990,,0.994879
3,Balanced,69,CATME,0.890488,,0.999776
3,Balanced,69,Shapley,0.999923,,0.949051
3,Balanced,70,Equal,0.000000,0.000000,0.885344
3,Balanced,70,Peer,0.986238,1.000000,0.953767
3,Balanced,70,Instructor,-0.740024,0.000000,0.935743
3,Balanced,70,CATME,0.919401,1.000000,0.978014
3,Balanced,70,Shapley,0.998841,1.000000,0.954974
3,Balanced,71,Equal,0.000000,,0.839384
3,Balanced,71,Peer,0.974287,,0.909544
3,Balanced,71,Instructor,0.091307,,0.967969
3,Balanced,71,CATME,0.992502,,0.986941
3,Balanced,71,Shapley,0.987410,,0.931881
3,Balanced,72,Equal,0.000000,,0.958805
3,Balanced,72,Peer,-0.127698,,0.982375
3,Balanced,72,Instructor,-0.857169,,0.983705
3,Balanced,72,CATME,0.999699,,0.945575
3,Balanced,72,Shapley,0.998732,,0.955168
3,Balanced,73,Equal,0.000000,,0.838033
3,Balanced,73,Peer,0.995706,,0.948800
3,Balanced,73,Instructor,0.999413,,0.940550
3,Balanced,73,CATME,0.980731,,0.985324
3,Balanced,73,Shapley,0.995706,,0.922575
3,Balanced,74,Equal,0.000000,,0.904735
3,Balanced,74,Peer,0.989303,,0.995565
3,Balanced,74,Instructor,0.942436,,0.967268
3,Balanced,74,CATME,0.933758,,0.994905
3,Balanced,74,Shapley,0.999108,,0.953064
3,Balanced,75,Equal,0.000000,0.000000,0.672487
3,Balanced,75,Peer,0.971565,0.500000,0.873267
3,Balanced,75,Instructor,0.989412,0.500000,0.822838
3,Balanced,75,CATME,0.959172,0.500000,0.915846
3,Balanced,75,Shapley,0.993263,0.500000,0.886309
3,Balanced,76,Equal,0.000000,,0.819237
3,Balanced,76,Peer,0.890213,,0.967272
3,Balanced,76,Instructor,0.849192,,0.908493
3,Balanced,76,CATME,0.989519,,0.955419
3,Balanced,76,Shapley,0.983709,,0.939513
3,Balanced,77,Equal,0.000000,,0.866451
3,Balanced,77,Peer,0.900815,,0.976082
3,Balanced,77,Instructor,0.880013,,0.931307
3,Balanced,77,CATME,0.999895,,0.989422
3,Balanced,77,Shapley,0.991939,,0.945562
3,Balanced,78,Equal,0.000000,,0.863355
3,Balanced,78,Peer,0.939874,,0.991237
3,Balanced,78,Instructor,0.755339,,0.988905
3,Balanced,78,CATME,0.997354,,0.983329
3,Balanced,78,Shapley,0.991300,,0.940973
3,Balanced,79,Equal,0.000000,,0.868824
3,Balanced,79,Peer,0.975750,,0.984257
3,Balanced,79,Instructor,0.999969,,0.973475
3,Balanced,79,CATME,0.971378,,0.991452
3,Balanced,79,Shapley,0.992237,,0.944565
3,Balanced,80,Equal,0.000000,,0.882728
3,Balanced,80,Peer,0.993065,,0.987347
3,Balanced,80,Instructor,0.919540,,0.986986
3,Balanced,80,CATME,0.920198,,0.970245
3,Balanced,80,Shapley,0.996308,,0.942788
3,Balanced,81,Equal,0.000000,0.000000,0.636443
3,Balanced,81,Peer,0.975015,0.000000,0.931403
3,Balanced,81,Instructor,0.854148,1.000000,0.965806
3,Balanced,81,CATME,0.999982,1.000000,0.885018
3,Balanced,81,Shapley,0.996753,1.000000,0.856935
3,Balanced,82,Equal,0.000000,,0.738819
3,Balanced,82,Peer,0.994208,,0.949805
3,Balanced,82,Instructor,0.997391,,0.969812
3,Balanced,82,CATME,0.989208,,0.988613
3,Balanced,82,Shapley,0.989208,,0.927848
3,Balanced,83,Equal,0.000000,,0.822830
3,Balanced,83,Peer,0.914685,,0.979487
3,Balanced,83,Instructor,0.544370,,0.999669
3,Balanced,83,CATME,0.995572,,0.956863
3,Balanced,83,Shapley,0.985678,,0.941368
3,Balanced,84,Equal,0.000000,,0.855770
3,Balanced,84,Peer,0.970072,,0.951156
3,Balanced,84,Instructor,0.984128,,0.976056
3,Balanced,84,CATME,0.942342,,0.981166
3,Balanced,84,Shapley,0.997291,,0.952884
3,Balanced,85,Equal,0.000000,,0.788810
3,Balanced,85,Peer,0.665076,,0.917017
3,Balanced,85,Instructor,0.954496,,0.952543
3,Balanced,85,CATME,0.982830,,0.995580
3,Balanced,85,Shapley,0.973375,,0.915474
3,Balanced,86,Equal,0.000000,,0.925530
3,Balanced,86,Peer,0.157611,,0.956702
3,Balanced,86,Instructor,0.879199,,0.914891
3,Balanced,86,CATME,0.908059,,0.964517
3,Balanced,86,Shapley,0.999981,,0.955605
3,Balanced,87,Equal,0.000000,,0.885173
3,Balanced,87,Peer,0.998246,,0.932594
3,Balanced,87,Instructor,0.739899,,0.945555
3,Balanced,87,CATME,0.979999,,0.954915
3,Balanced,87,Shapley,0.996436,,0.950174
3,Balanced,88,Equal,0.000000,,0.890652
3,Balanced,88,Peer,0.979596,,0.988478
3,Balanced,88,Instructor,0.991006,,0.982943
3,Balanced,88,CATME,0.909046,,0.996909
3,Balanced,88,Shapley,0.996836,,0.948098
3,Balanced,89,Equal,0.000000,,0.899955
3,Balanced,89,Peer,0.908291,,0.989301
3,Balanced,89,Instructor,0.982562,,0.940191
3,Balanced,89,CATME,0.978183,,0.951535
3,Balanced,89,Shapley,0.998294,,0.949497
3,Balanced,90,Equal,0.000000,,0.945916
3,Balanced,90,Peer,0.011880,,0.995771
3,Balanced,90,Instructor,0.995466,,0.936441
3,Balanced,90,CATME,0.974645,,0.949228
3,Balanced,90,Shapley,0.998645,,0.961779
3,Balanced,91,Equal,0.000000,,0.852416
3,Balanced,91,Peer,0.976361,,0.956847
3,Balanced,91,Instructor,0.855751,,0.926201
3,Balanced,91,CATME,0.985392,,0.990065
3,Balanced,91,Shapley,0.999821,,0.957052
3,Balanced,92,Equal,0.000000,,0.958651
3,Balanced,92,Peer,0.899999,,0.977198
3,Balanced,92,Instructor,0.017731,,0.949958
3,Balanced,92,CATME,-0.019452,,0.993735
3,Balanced,92,Shapley,0.997470,,0.957468
3,Balanced,93,Equal,0.000000,,0.855549
3,Balanced,93,Peer,0.982909,,0.946694
3,Balanced,93,Instructor,0.920994,,0.958675
3,Balanced,93,CATME,0.917222,,0.978070
3,Balanced,93,Shapley,0.990261,,0.937508
3,Balanced,94,Equal,0.000000,,0.795828
3,Balanced,94,Peer,0.972545,,0.954616
3,Balanced,94,Instructor,0.963452,,0.940144
3,Balanced,94,CATME,0.996173,,0.942453
3,Balanced,94,Shapley,0.988170,,0.939118
3,Balanced,95,Equal,0.000000,,0.860381
3,Balanced,95,Peer,0.973124,,0.989524
3,Balanced,95,Instructor,0.323221,,0.990651
3,Balanced,95,CATME,0.998160,,0.983639
3,Balanced,95,Shapley,0.994139,,0.949630
3,Balanced,96,Equal,0.000000,,0.864403
3,Balanced,96,Peer,0.998380,,0.991430
3,Balanced,96,Instructor,0.999840,,0.996455
3,Balanced,96,CATME,0.986963,,0.983237
3,Balanced,96,Shapley,0.991400,,0.941675
3,Balanced,97,Equal,0.000000,,0.897352
3,Balanced,97,Peer,0.919070,,0.988068
3,Balanced,97,Instructor,0.654914,,0.939939
3,Balanced,97,CATME,0.984323,,0.992100
3,Balanced,97,Shapley,0.998587,,0.952994
3,Balanced,98,Equal,0.000000,,0.922104
3,Balanced,98,Peer,0.716244,,0.970640
3,Balanced,98,Instructor,-0.039519,,0.977821
3,Balanced,98,CATME,0.993999,,0.983135
3,Balanced,98,Shapley,0.998478,,0.945427
3,Balanced,99,Equal,0.000000,,0.928479
3,Balanced,99,Peer,0.242419,,0.961622
3,Balanced,99,Instructor,0.773054,,0.974046
3,Balanced,99,CATME,0.922839,,0.993277
3,Balanced,99,Shapley,0.999034,,0.951385
3,Balanced,100,Equal,0.000000,,0.942065
3,Balanced,100,Peer,0.250274,,0.984112
3,Balanced,100,Instructor,0.704104,,0.982967
3,Balanced,100,CATME,0.880306,,0.985136
3,Balanced,100,Shapley,0.997356,,0.956163
3,Balanced,101,Equal,0.000000,,0.983453
3,Balanced,101,Peer,-0.782871,,0.927886
3,Balanced,101,Instructor,-0.410551,,0.998382
3,Balanced,101,CATME,-0.923429,,0.976751
3,Balanced,101,Shapley,0.996480,,0.982533
3,Balanced,102,Equal,0.000000,,0.846317
3,Balanced,102,Peer,0.980361,,0.960000
3,Balanced,102,Instructor,0.940231,,0.979308
3,Balanced,102,CATME,0.998287,,0.986614
3,Balanced,102,Shapley,0.999493,,0.955658
3,Balanced,103,Equal,0.000000,,0.832061
3,Balanced,103,Peer,0.999949,,0.997680
3,Balanced,103,Instructor,0.939494,,0.939466
3,Balanced,103,CATME,0.994913,,0.980949
3,Balanced,103,Shapley,0.983490,,0.933168
3,Balanced,104,Equal,0.000000,0.000000,0.745606
3,Balanced,104,Peer,0.986836,1.000000,0.974794
3,Balanced,104,Instructor,0.985670,1.000000,0.913452
3,Balanced,104,CATME,0.995223,1.000000,0.968459
3,Balanced,104,Shapley,0.995223,1.000000,0.921060
3,Balanced,105,Equal,0.000000,,0.824231
3,Balanced,105,Peer,0.991230,,0.946369
3,Balanced,105,Instructor,0.989613,,0.915269
3,Balanced,105,CATME,0.945713,,0.940210
3,Balanced,105,Shapley,0.999133,,0.952702
3,Balanced,106,Equal,0.000000,,0.904969
3,Balanced,106,Peer,0.986632,,0.992486
3,Balanced,106,Instructor,0.818038,,0.916416
3,Balanced,106,CATME,0.960440,,0.958642
3,Balanced,106,Shapley,0.999989,,0.943024
3,Balanced,107,Equal,0.000000,,0.886130
3,Balanced,107,Peer,0.754780,,0.992210
3,Balanced,107,Instructor,0.970893,,0.983489
3,Balanced,107,CATME,0.968652,,0.977852
3,Balanced,107,Shapley,0.997933,,0.953123
3,Balanced,108,Equal,0.000000,0.000000,0.899019
3,Balanced,108,Peer,0.859047,1.000000,0.967453
3,Balanced,108,Instructor,0.543065,0.000000,0.962738
3,Balanced,108,CATME,0.999559,1.000000,0.946986
3,Balanced,108,Shapley,0.998174,1.000000,0.949090
3,Balanced,109,Equal,0.000000,,0.937040
3,Balanced,109,Peer,0.889229,,0.988497
3,Balanced,109,Instructor,0.243459,,0.983321
3,Balanced,109,CATME,0.876905,,0.985435
3,Balanced,109,Shapley,0.999690,,0.952642
3,Balanced,110,Equal,0.000000,,0.962884
3,Balanced,110,Peer,0.998202,,0.987212
3,Balanced,110,Instructor,-0.351856,,0.947196
3,Balanced,110,CATME,0.999926,,0.993162
3,Balanced,110,Shapley,0.999675,,0.956852
3,Balanced,111,Equal,0.000000,,0.942113
3,Balanced,111,Peer,0.629010,,0.941045
3,Balanced,111,Instructor,0.602088,,0.993146
3,Balanced,111,CATME,0.696666,,0.978892
3,Balanced,111,Shapley,0.999167,,0.952362
3,Balanced,112,Equal,0.000000,,0.913735
3,Balanced,112,Peer,0.998036,,0.974477
3,Balanced,112,Instructor,0.997156,,0.964327
3,Balanced,112,CATME,0.964433,,0.994826
3,Balanced,112,Shapley,0.999628,,0.944026
3,Balanced,113,Equal,0.000000,,0.907891
